CPUID:,0x506E3
Processor:,Intel Core i7 6700HQ (Skylake) 
Platform:,Socket 1440 (FCBGA1440)
Revision:,R0
Lithography:,14nm

Session start:,02:40:44 - January 07 - 2020

Time,Core 0 Temp. (°),Core 1 Temp. (°),Core 2 Temp. (°),Core 3 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 2,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 3,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),CPU 0 Power,
01:12:10 01/08/20,39,43,39,40,,,22,78,12,2493.90,,27,88,13,2493.90,,22,75,1,2493.90,,23,78,5,2493.90,5.1,
01:13:10 01/08/20,39,42,38,40,,,22,78,11,2493.90,,27,88,2,2493.90,,22,75,3,2493.90,,23,78,6,2493.90,4.3,
01:14:10 01/08/20,39,43,38,40,,,22,78,11,2493.90,,27,88,2,2493.90,,22,75,2,2493.90,,23,78,1,2493.90,4.3,
01:15:10 01/08/20,40,43,39,40,,,22,78,9,2493.90,,27,88,2,2493.90,,22,75,2,2493.90,,23,78,4,2493.90,4.5,
01:16:10 01/08/20,40,44,40,41,,,22,78,11,2493.90,,27,88,15,2493.90,,22,75,3,2493.90,,23,78,6,2493.90,6.1,
01:17:10 01/08/20,41,44,40,41,,,22,78,10,2493.90,,27,88,1,2493.90,,22,75,4,2493.90,,23,78,3,2493.90,5.1,
01:18:10 01/08/20,42,50,40,43,,,22,78,20,2493.90,,27,88,22,2493.90,,22,75,4,2493.90,,23,78,10,2493.90,8.0,
01:19:10 01/08/20,40,45,40,42,,,22,78,13,2493.90,,27,88,4,2493.90,,22,75,3,2493.90,,23,78,2,2493.90,5.5,
01:20:10 01/08/20,40,43,40,40,,,22,78,9,2493.90,,27,88,3,2493.90,,22,75,2,2493.90,,23,78,2,2493.90,4.2,
01:21:10 01/08/20,42,46,41,43,,,22,78,20,2493.90,,27,88,25,2493.90,,22,75,16,2493.90,,23,78,17,2493.90,9.0,
01:22:10 01/08/20,42,45,41,42,,,22,78,12,2493.90,,27,88,10,2493.90,,22,75,4,2493.90,,23,78,3,2493.90,5.3,
01:23:10 01/08/20,41,44,40,42,,,22,78,6,2493.90,,27,88,5,2493.90,,22,75,3,2493.90,,23,78,2,2493.90,4.9,
01:24:10 01/08/20,40,44,39,41,,,22,78,15,2493.90,,27,88,3,2493.90,,22,75,4,2493.90,,23,78,5,2493.90,6.1,
01:25:10 01/08/20,41,46,41,44,,,22,78,13,2493.90,,27,88,10,2493.90,,22,75,4,2493.90,,23,78,7,2493.90,5.2,
01:26:10 01/08/20,40,44,40,42,,,22,78,10,2493.90,,27,88,10,2493.90,,22,75,7,2493.90,,23,78,7,2493.90,6.3,
01:27:10 01/08/20,44,50,43,44,,,22,78,18,2493.90,,27,88,9,2493.90,,22,75,8,2493.90,,23,78,6,2493.90,5.6,
01:28:10 01/08/20,41,45,42,43,,,22,78,19,2493.90,,27,88,10,2493.90,,22,75,9,2493.90,,23,78,10,2493.90,7.1,
01:29:10 01/08/20,42,45,40,41,,,22,78,17,2493.90,,27,88,4,2493.90,,22,75,3,2493.90,,23,78,5,2493.90,5.5,
01:30:10 01/08/20,40,46,40,41,,,22,78,16,2493.90,,27,88,12,2493.90,,22,75,11,2493.90,,23,78,18,2493.90,8.4,
01:31:10 01/08/20,40,44,40,41,,,22,78,13,2493.90,,27,88,4,2493.90,,22,75,3,2493.90,,23,78,3,2493.90,4.3,
01:32:10 01/08/20,43,47,41,48,,,22,78,22,2493.90,,27,88,18,2493.90,,22,75,14,2493.90,,23,78,30,2493.90,9.4,
01:33:10 01/08/20,42,45,40,41,,,22,78,16,2493.90,,27,88,8,2493.90,,22,75,5,2493.90,,23,78,10,2493.90,5.4,
01:34:10 01/08/20,40,44,40,41,,,22,78,14,2493.90,,27,88,4,2493.90,,22,75,5,2493.90,,23,78,3,2493.90,6.3,
01:35:10 01/08/20,41,45,39,41,,,22,78,9,2493.90,,27,88,9,2493.90,,22,75,4,2493.90,,23,78,5,2493.90,5.1,
01:36:10 01/08/20,41,44,40,41,,,22,78,8,2493.90,,27,88,9,2493.90,,22,75,6,2493.90,,23,78,5,2493.90,6.6,
01:37:10 01/08/20,42,46,43,43,,,22,78,15,2493.90,,27,88,15,2493.90,,22,75,15,2493.90,,23,78,11,2493.90,6.6,
01:38:10 01/08/20,40,44,40,41,,,22,78,9,2493.90,,27,88,2,2493.90,,22,75,2,2493.90,,23,78,4,2493.90,4.1,
01:39:10 01/08/20,45,47,42,44,,,22,78,5,2493.90,,27,88,2,2493.90,,22,75,2,2493.90,,23,78,2,2493.90,6.1,
01:40:10 01/08/20,41,44,41,42,,,22,78,5,2493.90,,27,88,5,2493.90,,22,75,4,2493.90,,23,78,1,2493.90,5.1,
01:41:10 01/08/20,42,46,41,43,,,22,78,19,2493.90,,27,88,16,2493.90,,22,75,14,2493.90,,23,78,17,2493.90,8.5,
01:42:10 01/08/20,41,44,40,41,,,22,78,8,2493.90,,27,88,4,2493.90,,22,75,1,2493.90,,23,78,4,2493.90,5.1,
01:43:10 01/08/20,41,44,41,42,,,22,78,11,2493.90,,27,88,9,2493.90,,22,75,9,2493.90,,23,78,10,2493.90,6.2,
01:44:10 01/08/20,42,46,42,42,,,22,78,14,2493.90,,27,88,8,2493.90,,22,75,8,2493.90,,23,78,9,2493.90,7.4,
01:45:10 01/08/20,40,44,40,41,,,22,78,8,2493.90,,27,88,8,2493.90,,22,75,1,2493.90,,23,78,1,2493.90,4.4,
01:46:10 01/08/20,40,43,38,40,,,22,78,10,2493.90,,27,88,4,2493.90,,22,75,1,2493.90,,23,78,2,2493.90,3.9,
01:47:10 01/08/20,42,47,40,43,,,22,78,13,2493.90,,27,88,15,2493.90,,22,75,10,2493.90,,23,78,10,2493.90,4.8,
01:48:10 01/08/20,41,46,40,42,,,22,78,10,2493.90,,27,88,1,2493.90,,22,75,5,2493.90,,23,78,3,2493.90,4.0,
01:49:10 01/08/20,40,45,39,41,,,22,78,15,2493.90,,27,88,6,2493.90,,22,75,2,2493.90,,23,78,8,2493.90,7.2,
01:50:10 01/08/20,40,43,39,40,,,22,78,12,2493.90,,27,88,5,2493.90,,22,75,0,2493.90,,23,78,3,2493.90,4.5,
01:51:10 01/08/20,39,43,39,40,,,22,78,10,2493.90,,27,88,4,2493.90,,22,75,4,2493.90,,23,78,1,2493.90,6.2,
01:52:10 01/08/20,41,44,41,40,,,22,78,8,2493.90,,27,88,3,2493.90,,22,75,2,2493.90,,23,78,1,2493.90,3.9,
01:53:10 01/08/20,41,47,40,42,,,22,78,24,2493.90,,27,88,8,2493.90,,22,75,10,2493.90,,23,78,8,2493.90,6.3,
01:54:10 01/08/20,39,43,38,40,,,22,78,8,2493.90,,27,88,5,2493.90,,22,75,4,2493.90,,23,78,3,2493.90,4.2,
01:55:10 01/08/20,40,43,39,41,,,22,78,14,2493.90,,27,88,9,2493.90,,22,75,10,2493.90,,23,78,5,2493.90,5.3,
01:56:10 01/08/20,40,44,39,40,,,22,78,11,2493.90,,27,88,3,2493.90,,22,75,1,2493.90,,23,78,6,2493.90,4.7,
01:57:10 01/08/20,41,46,40,41,,,22,78,11,2493.90,,27,88,1,2493.90,,22,75,1,2493.90,,23,78,1,2493.90,4.7,
01:58:10 01/08/20,41,45,40,42,,,22,78,10,2493.90,,27,88,9,2493.90,,22,75,9,2493.90,,23,78,8,2493.90,7.0,
01:59:10 01/08/20,40,44,39,40,,,22,78,9,2493.90,,27,88,4,2493.90,,22,75,4,2493.90,,23,78,4,2493.90,5.3,
02:00:10 01/08/20,41,44,39,41,,,22,78,9,2493.90,,27,88,2,2493.90,,22,75,2,2493.90,,23,78,4,2493.90,4.7,
02:01:10 01/08/20,41,45,40,41,,,22,78,13,2493.90,,27,88,7,2493.90,,22,75,8,2493.90,,23,78,7,2493.90,6.9,
02:02:10 01/08/20,39,43,39,40,,,22,78,6,2493.90,,27,88,1,2493.90,,22,75,1,2493.90,,23,78,4,2493.90,4.1,
02:03:10 01/08/20,41,44,39,41,,,22,78,7,2493.90,,27,88,2,2493.90,,22,75,0,2493.90,,23,78,4,2493.90,4.6,
02:04:10 01/08/20,40,45,40,41,,,22,78,19,2493.90,,27,88,4,2493.90,,22,75,6,2493.90,,23,78,7,2493.90,4.9,
02:05:10 01/08/20,41,43,39,40,,,22,78,8,2493.90,,27,88,2,2493.90,,22,75,2,2493.90,,23,78,3,2493.90,4.5,
02:06:10 01/08/20,40,44,39,39,,,22,78,11,2493.90,,27,88,5,2493.90,,22,75,4,2493.90,,23,78,7,2493.90,4.8,
02:07:10 01/08/20,40,44,39,40,,,22,78,9,2493.90,,27,88,4,2493.90,,22,75,2,2493.90,,23,78,4,2493.90,4.7,
02:08:10 01/08/20,41,44,40,41,,,22,78,10,2493.90,,27,88,4,2493.90,,22,75,4,2493.90,,23,78,4,2493.90,4.9,
02:09:10 01/08/20,40,44,39,40,,,22,78,12,2493.90,,27,88,4,2493.90,,22,75,4,2493.90,,23,78,4,2493.90,5.2,
02:10:10 01/08/20,41,45,40,41,,,22,78,8,2493.90,,27,88,4,2493.90,,22,75,2,2493.90,,23,78,4,2493.90,5.8,
02:11:10 01/08/20,40,44,39,40,,,22,78,9,2493.90,,27,88,3,2493.90,,22,75,3,2493.90,,23,78,6,2493.90,5.0,
02:12:10 01/08/20,41,45,40,45,,,22,78,20,2493.90,,27,88,11,2493.90,,22,75,31,2493.90,,23,78,14,2493.90,9.7,
02:13:10 01/08/20,45,46,40,42,,,22,78,10,2493.90,,27,88,8,2493.90,,22,75,2,2493.90,,23,78,6,2493.90,6.2,
02:14:10 01/08/20,40,44,40,41,,,22,78,15,2493.90,,27,88,5,2493.90,,22,75,2,2493.90,,23,78,5,2493.90,5.8,
02:15:10 01/08/20,42,46,40,42,,,22,78,15,2493.90,,27,88,8,2493.90,,22,75,8,2493.90,,23,78,5,2493.90,7.6,
02:16:10 01/08/20,42,51,41,43,,,22,78,16,2493.90,,27,88,15,2493.90,,22,75,6,2493.90,,23,78,7,2493.90,5.4,
02:17:10 01/08/20,41,45,40,41,,,22,78,11,2493.90,,27,88,5,2493.90,,22,75,0,2493.90,,23,78,2,2493.90,4.3,
02:18:10 01/08/20,44,47,41,44,,,22,78,34,2493.90,,27,88,18,2493.90,,22,75,10,2493.90,,23,78,23,2493.90,10.3,
02:19:10 01/08/20,42,46,41,43,,,22,78,13,2493.90,,27,88,6,2493.90,,22,75,2,2493.90,,23,78,4,2493.90,4.3,
02:20:10 01/08/20,41,45,41,42,,,22,78,12,2493.90,,27,88,6,2493.90,,22,75,5,2493.90,,23,78,3,2493.90,5.4,
02:21:10 01/08/20,40,43,41,40,,,22,78,11,2493.90,,27,88,1,2493.90,,22,75,1,2493.90,,23,78,3,2493.90,4.5,
02:22:10 01/08/20,40,43,39,40,,,22,78,11,2493.90,,27,88,2,2493.90,,22,75,3,2493.90,,23,78,2,2493.90,4.6,
02:23:10 01/08/20,39,42,38,38,,,22,78,9,2493.90,,27,88,1,2493.90,,22,75,2,2493.90,,23,78,3,2493.90,4.3,
02:24:10 01/08/20,40,43,39,40,,,22,78,11,2493.90,,27,88,4,2493.90,,22,75,7,2493.90,,23,78,1,2493.90,4.9,
02:25:07 01/08/20,46,52,44,49,,,22,78,17,2493.90,,27,88,12,2493.90,,22,75,4,2493.90,,23,78,18,2493.90,8.4,
02:26:07 01/08/20,45,46,41,43,,,22,78,42,2493.90,,27,88,5,2493.90,,22,75,5,2493.90,,23,78,2,2493.90,7.4,
02:27:07 01/08/20,41,45,40,41,,,22,78,23,2493.90,,27,88,22,2493.90,,22,75,23,2493.90,,23,78,15,2493.90,8.7,
02:28:07 01/08/20,41,46,39,41,,,22,78,10,2493.90,,27,88,13,2493.90,,22,75,7,2493.90,,23,78,13,2493.90,6.3,
02:29:07 01/08/20,42,45,40,42,,,22,78,16,2493.90,,27,88,23,2493.90,,22,75,12,2493.90,,23,78,12,2493.90,7.7,
02:30:07 01/08/20,41,46,40,43,,,22,78,13,2493.90,,27,88,10,2493.90,,22,75,6,2493.90,,23,78,5,2493.90,7.6,
02:31:07 01/08/20,40,45,40,41,,,22,78,9,2493.90,,27,88,5,2493.90,,22,75,3,2493.90,,23,78,5,2493.90,5.5,
02:32:07 01/08/20,41,44,40,41,,,22,78,12,2493.90,,27,88,7,2493.90,,22,75,5,2493.90,,23,78,5,2493.90,6.8,
02:33:07 01/08/20,40,44,40,41,,,22,78,15,2493.90,,27,88,5,2493.90,,22,75,5,2493.90,,23,78,5,2493.90,5.5,
02:34:07 01/08/20,41,46,40,41,,,22,78,11,2493.90,,27,88,5,2493.90,,22,75,2,2493.90,,23,78,3,2493.90,4.7,
02:35:07 01/08/20,41,44,39,41,,,22,78,17,2493.90,,27,88,11,2493.90,,22,75,8,2493.90,,23,78,6,2493.90,7.2,
02:36:07 01/08/20,41,45,40,41,,,22,78,18,2493.90,,27,88,14,2493.90,,22,75,7,2493.90,,23,78,13,2493.90,5.0,
02:37:07 01/08/20,41,45,41,43,,,22,78,9,2493.90,,27,88,2,2493.90,,22,75,2,2493.90,,23,78,5,2493.90,5.0,
02:38:07 01/08/20,40,44,40,41,,,22,78,13,2493.90,,27,88,5,2493.90,,22,75,3,2493.90,,23,78,7,2493.90,6.2,
02:39:07 01/08/20,43,51,41,43,,,22,78,16,2493.90,,27,88,18,2493.90,,22,75,13,2493.90,,23,78,25,2493.90,8.6,
02:40:07 01/08/20,42,45,40,43,,,22,78,10,2493.90,,27,88,5,2493.90,,22,75,2,2493.90,,23,78,3,2493.90,5.1,
02:41:07 01/08/20,43,46,41,48,,,22,78,15,2493.90,,27,88,13,2493.90,,22,75,9,2493.90,,23,78,17,2493.90,9.4,
02:42:07 01/08/20,41,44,40,41,,,22,78,6,2493.90,,27,88,3,2493.90,,22,75,2,2493.90,,23,78,2,2493.90,4.6,
02:43:07 01/08/20,40,43,38,40,,,22,78,10,2493.90,,27,88,1,2493.90,,22,75,2,2493.90,,23,78,6,2493.90,4.6,
02:44:07 01/08/20,40,43,39,41,,,22,78,8,2493.90,,27,88,3,2493.90,,22,75,3,2493.90,,23,78,8,2493.90,5.6,
02:45:07 01/08/20,40,45,39,41,,,22,78,17,2493.90,,27,88,11,2493.90,,22,75,12,2493.90,,23,78,10,2493.90,5.7,
02:46:07 01/08/20,41,44,40,41,,,22,78,15,2493.90,,27,88,8,2493.90,,22,75,3,2493.90,,23,78,8,2493.90,6.1,
02:47:07 01/08/20,40,43,39,41,,,22,78,13,2493.90,,27,88,9,2493.90,,22,75,2,2493.90,,23,78,7,2493.90,5.3,
02:48:07 01/08/20,39,42,38,40,,,22,78,11,2493.90,,27,88,4,2493.90,,22,75,1,2493.90,,23,78,2,2493.90,4.7,
02:49:07 01/08/20,41,45,40,42,,,22,78,13,2493.90,,27,88,3,2493.90,,22,75,2,2493.90,,23,78,5,2493.90,5.2,
02:50:07 01/08/20,41,44,40,41,,,22,78,7,2493.90,,27,88,6,2493.90,,22,75,7,2493.90,,23,78,8,2493.90,6.9,
02:51:07 01/08/20,41,44,39,41,,,22,78,19,2493.90,,27,88,12,2493.90,,22,75,8,2493.90,,23,78,21,2493.90,8.8,
02:52:07 01/08/20,40,44,39,40,,,22,78,11,2493.90,,27,88,4,2493.90,,22,75,3,2493.90,,23,78,3,2493.90,4.2,
02:53:07 01/08/20,42,48,40,42,,,22,78,16,2493.90,,27,88,13,2493.90,,22,75,7,2493.90,,23,78,13,2493.90,7.0,
02:54:07 01/08/20,42,46,40,42,,,22,78,18,2493.90,,27,88,20,2493.90,,22,75,7,2493.90,,23,78,12,2493.90,8.7,
02:55:07 01/08/20,41,45,40,41,,,22,78,16,2493.90,,27,88,3,2493.90,,22,75,7,2493.90,,23,78,12,2493.90,6.8,
02:56:07 01/08/20,41,44,40,41,,,22,78,13,2493.90,,27,88,2,2493.90,,22,75,5,2493.90,,23,78,7,2493.90,5.1,
02:57:07 01/08/20,41,44,40,40,,,22,78,17,2493.90,,27,88,6,2493.90,,22,75,12,2493.90,,23,78,13,2493.90,8.3,
02:58:07 01/08/20,41,45,40,44,,,22,78,11,2493.90,,27,88,3,2493.90,,22,75,4,2493.90,,23,78,8,2493.90,6.4,
02:59:07 01/08/20,43,51,41,43,,,22,78,12,2493.90,,27,88,3,2493.90,,22,75,4,2493.90,,23,78,3,2493.90,4.9,
03:00:07 01/08/20,40,43,39,41,,,22,78,8,2493.90,,27,88,3,2493.90,,22,75,2,2493.90,,23,78,1,2493.90,3.9,
03:01:07 01/08/20,42,52,40,41,,,22,78,10,2493.90,,27,88,12,2493.90,,22,75,8,2493.90,,23,78,2,2493.90,5.8,
03:02:07 01/08/20,40,44,39,41,,,22,78,20,2493.90,,27,88,3,2493.90,,22,75,8,2493.90,,23,78,5,2493.90,6.3,
03:03:07 01/08/20,41,43,39,40,,,22,78,12,2493.90,,27,88,8,2493.90,,22,75,8,2493.90,,23,78,9,2493.90,4.7,
03:04:07 01/08/20,41,45,40,43,,,22,78,20,2493.90,,27,88,14,2493.90,,22,75,14,2493.90,,23,78,17,2493.90,9.4,
03:05:07 01/08/20,42,45,40,43,,,22,78,19,2493.90,,27,88,10,2493.90,,22,75,6,2493.90,,23,78,7,2493.90,8.6,
03:06:07 01/08/20,41,43,40,41,,,22,78,13,2493.90,,27,88,4,2493.90,,22,75,9,2493.90,,23,78,4,2493.90,5.5,
03:07:07 01/08/20,40,43,40,41,,,22,78,12,2493.90,,27,88,5,2493.90,,22,75,2,2493.90,,23,78,0,2493.90,4.3,
03:08:07 01/08/20,41,44,40,42,,,22,78,16,2493.90,,27,88,12,2493.90,,22,75,7,2493.90,,23,78,9,2493.90,5.5,
03:09:07 01/08/20,43,45,40,41,,,22,78,19,2493.90,,27,88,6,2493.90,,22,75,1,2493.90,,23,78,18,2493.90,5.7,
03:10:07 01/08/20,40,43,39,40,,,22,78,12,2493.90,,27,88,2,2493.90,,22,75,0,2493.90,,23,78,4,2493.90,3.9,
03:11:07 01/08/20,38,43,38,40,,,22,78,4,2493.90,,27,88,3,2493.90,,22,75,3,2493.90,,23,78,1,2493.90,4.5,
03:12:07 01/08/20,39,42,38,40,,,22,78,10,2493.90,,27,88,3,2493.90,,22,75,5,2493.90,,23,78,4,2493.90,4.9,
03:13:07 01/08/20,41,44,41,41,,,22,78,9,2493.90,,27,88,2,2493.90,,22,75,3,2493.90,,23,78,5,2493.90,4.6,
03:14:07 01/08/20,41,45,40,41,,,22,78,25,2493.90,,27,88,11,2493.90,,22,75,5,2493.90,,23,78,11,2493.90,7.0,
03:15:07 01/08/20,40,46,39,40,,,22,78,9,2493.90,,27,88,4,2493.90,,22,75,4,2493.90,,23,78,4,2493.90,4.7,
03:16:07 01/08/20,42,49,42,44,,,22,78,12,2493.90,,27,88,6,2493.90,,22,75,3,2493.90,,23,78,7,2493.90,4.5,
03:17:07 01/08/20,40,44,40,41,,,22,78,9,2493.90,,27,88,4,2493.90,,22,75,5,2493.90,,23,78,4,2493.90,7.5,
03:18:07 01/08/20,40,43,38,40,,,22,78,13,2493.90,,27,88,1,2493.90,,22,75,4,2493.90,,23,78,2,2493.90,4.5,
03:19:07 01/08/20,39,42,38,40,,,22,78,9,2493.90,,27,88,2,2493.90,,22,75,5,2493.90,,23,78,3,2493.90,4.9,
03:20:07 01/08/20,39,42,38,39,,,22,78,11,2493.90,,27,88,3,2493.90,,22,75,2,2493.90,,23,78,2,2493.90,4.8,
03:21:07 01/08/20,40,44,40,41,,,22,78,19,2493.90,,27,88,16,2493.90,,22,75,10,2493.90,,23,78,13,2493.90,7.5,
03:22:07 01/08/20,39,42,38,39,,,22,78,7,2493.90,,27,88,4,2493.90,,22,75,2,2493.90,,23,78,3,2493.90,4.3,
03:23:07 01/08/20,42,45,40,41,,,22,78,13,2493.90,,27,88,5,2493.90,,22,75,2,2493.90,,23,78,6,2493.90,5.6,
03:24:07 01/08/20,40,44,39,41,,,22,78,12,2493.90,,27,88,8,2493.90,,22,75,1,2493.90,,23,78,1,2493.90,4.5,
03:25:07 01/08/20,41,45,40,41,,,22,78,18,2493.90,,27,88,10,2493.90,,22,75,14,2493.90,,23,78,17,2493.90,8.1,
03:26:07 01/08/20,40,43,40,40,,,22,78,10,2493.90,,27,88,3,2493.90,,22,75,2,2493.90,,23,78,2,2493.90,4.5,
03:27:07 01/08/20,41,48,40,42,,,22,78,9,2493.90,,27,88,3,2493.90,,22,75,2,2493.90,,23,78,4,2493.90,4.8,
03:28:07 01/08/20,41,46,40,42,,,22,78,8,2493.90,,27,88,10,2493.90,,22,75,5,2493.90,,23,78,10,2493.90,5.8,
03:29:07 01/08/20,40,43,40,41,,,22,78,16,2493.90,,27,88,2,2493.90,,22,75,2,2493.90,,23,78,4,2493.90,4.8,
03:30:07 01/08/20,42,46,40,42,,,22,78,18,2493.90,,27,88,15,2493.90,,22,75,14,2493.90,,23,78,12,2493.90,8.4,
03:31:07 01/08/20,40,45,43,41,,,22,78,8,2493.90,,27,88,3,2493.90,,22,75,7,2493.90,,23,78,7,2493.90,4.7,
03:32:07 01/08/20,43,46,42,46,,,22,78,18,2493.90,,27,88,11,2493.90,,22,75,6,2493.90,,23,78,5,2493.90,7.9,
03:33:07 01/08/20,40,43,39,40,,,22,78,9,2493.90,,27,88,3,2493.90,,22,75,3,2493.90,,23,78,2,2493.90,4.0,
03:34:07 01/08/20,39,43,39,40,,,22,78,10,2493.90,,27,88,1,2493.90,,22,75,2,2493.90,,23,78,2,2493.90,4.6,
03:35:07 01/08/20,39,43,38,39,,,22,78,11,2493.90,,27,88,1,2493.90,,22,75,3,2493.90,,23,78,4,2493.90,4.2,
03:36:07 01/08/20,39,42,38,39,,,22,78,8,2493.90,,27,88,2,2493.90,,22,75,1,2493.90,,23,78,1,2493.90,4.5,
03:37:07 01/08/20,40,48,39,41,,,22,78,12,2493.90,,27,88,12,2493.90,,22,75,3,2493.90,,23,78,4,2493.90,5.6,
03:38:07 01/08/20,39,43,39,40,,,22,78,13,2493.90,,27,88,4,2493.90,,22,75,1,2493.90,,23,78,16,2493.90,4.8,
03:39:07 01/08/20,39,43,38,40,,,22,78,9,2493.90,,27,88,7,2493.90,,22,75,1,2493.90,,23,78,5,2493.90,5.4,
03:40:07 01/08/20,40,43,39,40,,,22,78,14,2493.90,,27,88,4,2493.90,,22,75,1,2493.90,,23,78,5,2493.90,4.2,
03:41:07 01/08/20,40,44,44,41,,,22,78,10,2493.90,,27,88,3,2493.90,,22,75,4,2493.90,,23,78,5,2493.90,4.9,
03:42:07 01/08/20,40,45,39,40,,,22,78,14,2493.90,,27,88,3,2493.90,,22,75,3,2493.90,,23,78,2,2493.90,5.8,
03:43:07 01/08/20,40,45,40,41,,,22,78,10,2493.90,,27,88,8,2493.90,,22,75,2,2493.90,,23,78,6,2493.90,5.3,
03:44:07 01/08/20,40,44,39,41,,,22,78,9,2493.90,,27,88,1,2493.90,,22,75,3,2493.90,,23,78,5,2493.90,4.8,
03:45:07 01/08/20,40,44,39,41,,,22,78,20,2493.90,,27,88,10,2493.90,,22,75,6,2493.90,,23,78,10,2493.90,8.9,
03:46:07 01/08/20,40,44,39,41,,,22,78,7,2493.90,,27,88,3,2493.90,,22,75,1,2493.90,,23,78,3,2493.90,4.7,
03:47:07 01/08/20,41,44,39,41,,,22,78,10,2493.90,,27,88,5,2493.90,,22,75,3,2493.90,,23,78,6,2493.90,5.6,
03:48:07 01/08/20,41,47,41,42,,,22,78,18,2493.90,,27,88,10,2493.90,,22,75,9,2493.90,,23,78,6,2493.90,6.3,
03:49:07 01/08/20,39,43,39,40,,,22,78,8,2493.90,,27,88,4,2493.90,,22,75,2,2493.90,,23,78,4,2493.90,4.6,
03:50:07 01/08/20,39,43,38,40,,,22,78,9,2493.90,,27,88,0,2493.90,,22,75,2,2493.90,,23,78,4,2493.90,4.6,
03:51:07 01/08/20,43,52,40,45,,,22,78,13,2493.90,,27,88,10,2493.90,,22,75,11,2493.90,,23,78,10,2493.90,5.1,
03:52:07 01/08/20,40,44,40,41,,,22,78,11,2493.90,,27,88,8,2493.90,,22,75,2,2493.90,,23,78,8,2493.90,6.4,
03:53:07 01/08/20,40,44,40,41,,,22,78,14,2493.90,,27,88,4,2493.90,,22,75,4,2493.90,,23,78,4,2493.90,5.2,
03:54:07 01/08/20,40,47,40,42,,,22,78,18,2493.90,,27,88,11,2493.90,,22,75,11,2493.90,,23,78,26,2493.90,8.5,
03:55:07 01/08/20,42,46,41,47,,,22,78,37,2493.90,,27,88,14,2493.90,,22,75,11,2493.90,,23,78,24,2493.90,10.4,
03:56:07 01/08/20,40,52,39,42,,,22,78,15,2493.90,,27,88,8,2493.90,,22,75,10,2493.90,,23,78,9,2493.90,5.2,
03:57:07 01/08/20,42,48,42,43,,,22,78,23,2493.90,,27,88,27,2493.90,,22,75,24,2493.90,,23,78,20,2493.90,8.1,
03:58:07 01/08/20,41,45,40,42,,,22,78,19,2493.90,,27,88,3,2493.90,,22,75,1,2493.90,,23,78,22,2493.90,7.1,
03:59:07 01/08/20,40,45,40,41,,,22,78,21,2493.90,,27,88,14,2493.90,,22,75,31,2493.90,,23,78,14,2493.90,7.7,
04:00:07 01/08/20,42,48,40,42,,,22,78,14,2493.90,,27,88,20,2493.90,,22,75,1,2493.90,,23,78,1,2493.90,6.2,
04:01:07 01/08/20,43,51,45,44,,,22,78,18,2493.90,,27,88,13,2493.90,,22,75,16,2493.90,,23,78,18,2493.90,8.2,
04:02:07 01/08/20,41,45,40,41,,,22,78,13,2493.90,,27,88,2,2493.90,,22,75,2,2493.90,,23,78,2,2493.90,4.6,
04:03:07 01/08/20,39,43,40,40,,,22,78,11,2493.90,,27,88,6,2493.90,,22,75,2,2493.90,,23,78,4,2493.90,5.0,
04:04:07 01/08/20,40,43,38,40,,,22,78,10,2493.90,,27,88,2,2493.90,,22,75,4,2493.90,,23,78,2,2493.90,4.5,
04:05:07 01/08/20,40,44,40,40,,,22,78,10,2493.90,,27,88,4,2493.90,,22,75,3,2493.90,,23,78,1,2493.90,5.8,
04:06:07 01/08/20,40,44,40,41,,,22,78,11,2493.90,,27,88,6,2493.90,,22,75,2,2493.90,,23,78,9,2493.90,5.9,
04:07:07 01/08/20,40,43,39,40,,,22,78,3,2493.90,,27,88,2,2493.90,,22,75,0,2493.90,,23,78,5,2493.90,5.2,
04:08:07 01/08/20,40,43,39,40,,,22,78,15,2493.90,,27,88,12,2493.90,,22,75,1,2493.90,,23,78,5,2493.90,5.5,
04:09:07 01/08/20,40,45,38,40,,,22,78,14,2493.90,,27,88,5,2493.90,,22,75,0,2493.90,,23,78,3,2493.90,5.2,
04:10:07 01/08/20,40,43,39,40,,,22,78,10,2493.90,,27,88,3,2493.90,,22,75,4,2493.90,,23,78,4,2493.90,4.8,
04:11:07 01/08/20,40,43,39,40,,,22,78,11,2493.90,,27,88,17,2493.90,,22,75,5,2493.90,,23,78,6,2493.90,6.6,
04:12:07 01/08/20,40,44,41,40,,,22,78,14,2493.90,,27,88,6,2493.90,,22,75,9,2493.90,,23,78,4,2493.90,5.6,
04:13:07 01/08/20,40,43,38,41,,,22,78,10,2493.90,,27,88,3,2493.90,,22,75,2,2493.90,,23,78,3,2493.90,5.4,
04:14:07 01/08/20,39,43,38,39,,,22,78,5,2493.90,,27,88,2,2493.90,,22,75,1,2493.90,,23,78,2,2493.90,4.3,
04:15:07 01/08/20,39,43,38,39,,,22,78,32,2493.90,,27,88,28,2493.90,,22,75,9,2493.90,,23,78,24,2493.90,12.4,
04:16:07 01/08/20,40,43,39,40,,,22,78,16,2493.90,,27,88,4,2493.90,,22,75,3,2493.90,,23,78,5,2493.90,4.6,
